System,State,Headline,Sentiment_1,Sentiment_2,Sentiment_2 Numerical,Metadata
Aquaculture,Tasmania,Protesters demand UTAS to stay right where it is,,NA,0,The Mercury21 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Western Australia,Push for Harvest Road to be carbon neutral ahead of 2030,,NA,0,The Australian19 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,Qld hub for northern aquaculture species,,Neutral,2,ABC News29 Julybookmark_bordersharemore_vert
Aquaculture,New South Wales,Qld hub for northern aquaculture species,,Neutral,2,Courier Mail28 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,"Queensland fisheries face tighter regulations, but industry is not happy",,NA,0,National Indigenous Times10 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Queensland gropers sent to south-east to help prawn farmers battling white spot disease,,Neutral,2,The Australian16 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Queensland launches $5 million aquaculture hub,,Neutral,2,CBC.ca19 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,"R&D grants open for fisheries, aquaculture",,Neutral,2,FOOD Magazine - Australiabookmark_bordersharemore_vert
Aquaculture,Western Australia,RASHA AL JUNDI - Diani's Changing Waters,,NA,0,The Mercury10 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,RE program for agri-fishery sector requires â‚§8,,NA,0,The Courier26 Julybookmark_bordersharemore_vert
Aquaculture,Victoria,Recreational fishing access in water supply dams,,NA,0,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,New South Wales,Recreational fishing access in water supply dams,,NA,0,ABC News5 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Report from the future: Aotearoa New Zealand is looking good in 2040 â€“ here's how we did it,,NA,0,NT News26 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Researchers scale up new blood test for stressed fish,,NA,0,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Tasmania,Ridley Corp sells aquafeed plant to Skretting,,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,Ridley Corp sells aquafeed plant to Skretting,,Neutral,2,The Fish Site2 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,Riverina Murray cod farm a dam good idea,,Positive,3,The Mercury3 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,Riverina Murray cod farm a dam good idea,,Positive,3,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,SA aquaculture industry reaching new heights,,Positive,3,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,SA Commercial Marine Scalefish Fishery celebrates 185 years of sustainability and family traditions,,Positive,3,The Canberra Times27 Octbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Salmon boss launches furious spray over â€˜puerileâ€™ video,,Negative,1,IntraFish3 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,Salmon farm admits fault over mass fish escape,,Negative,1,Beef Centralbookmark_bordersharemore_vert
Aquaculture,Queensland,Salmon farmer Huon Aquaculture slams accreditation scheme,,Neutral,2,ABC News30 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,,Negative,1,Courier Mail14 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,,Negative,1,NT News31 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,,Negative,1,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,,Negative,1,The Mercury23 May 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,Salmon Farming: Tasmania's Reset On Its Controversial Industry,,Negative,1,Beef Central23 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,"Salmon giant Huon objects to Petuna Storm Bay farm licence on biosecurity grounds, documents show",,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,"Salmon giant Huon objects to Petuna Storm Bay farm licence on biosecurity grounds, documents show",,Neutral,2,Farm Weekly29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,"Salmon 'grow' and 'no grow' draft plan for Tasmania released, but Greens unimpressed",,Negative,1,ABC News27 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,"Salmon industry winning the PR war, poll shows",,Positive,3,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,Salmon Wars: The path to a peace plan,,Neutral,2,Media Statements19 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,Salmon Wars: The path to a peace plan,,Neutral,2,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Salmon Wars: The path to a peace plan,,Neutral,2,Media Statements2 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Salmon Wars: The path to a peace plan,,Neutral,2,Media Statements28 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Salmon Wars: The path to a peace plan,,Neutral,2,Media Statements13 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Satellite images predict the NT's next mango harvest yield,,Neutral,2,Media Statements21 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,SATS pens letter to Biden urging support for aquaculture prioritization,,Positive,3,NAAquaculture - The Start Of A Booming Industry For WAParticlebookmark_bordersharemore_vert
Aquaculture,Queensland,Seafarms secures $90 million funding,,Neutral,2,Media Statements24 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Seafarms secures $90 million funding,,Neutral,2,Farm Weekly18 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Seafarms secures $90 million funding,,Neutral,2,Business News16 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Seafood and buy it: Twiggy's company set to swallow Albany oyster farm,,Neutral,2,The Australian Financial Reviewbookmark_bordersharemore_vert
Aquaculture,Tasmania,"Seal response at Tasmanian aquaculture sites 'out of proportion', advocates say",,Neutral,2,PerishableNews20 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,Search begins for SA's 2021 Ag,,NA,0,The West Australian23 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,Seaweed aquaculture venture to partner with Kangaroo Island oyster grower,,Neutral,2,ABC News1 July 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Senate Re-Introduction of AQUAA Act Could Be a Cause for Concern â€“ Food Tank,,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Senior management appointments strengthen WA's Harvest Road beef supply chain,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,Shellfish and seaweed aquaculture potential in Australia,,Positive,3,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,Shellfish and seaweed aquaculture potential in Australia,,Positive,3,Media Statements8 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,Shepparton fish farming course will help Indigenous students work on Country,,Positive,3,The Fish Site25 June 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Shepparton fish farming course will help Indigenous students work on Country,,Positive,3,Media Statements13 May 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,Shepparton fish farming course will help Indigenous students work on Country,,Positive,3,The Fish Site23 May 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,Shepparton fish farming course will help Indigenous students work on Country,,Positive,3,Down To Earth Magazine28 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Shepparton fish farming course will help Indigenous students work on Country,,Positive,3,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,'Shocking' images of birds caught in nets prompt calls for reform at Tasmanian salmon farms,,Negative,1,NADPIRD maps out its R&D in WAFarm Weekly23 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,Skretting to buy Ridley's Tasmanian aquafeed plant,,Neutral,2,ABC News24 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Slaughter joins Harvest Road team,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,Small scale farmer tackles â€˜Toxicâ€™ backwash,,NA,0,NAPort Hedland mayor â€˜kept mum on his Indigenous linksâ€™The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,Positive,3,Gourmet Traveller30 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,Positive,3,The West Australianbookmark_bordersharemore_vert
Aquaculture,New South Wales,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,Positive,3,Phys.org10 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,Positive,3,Renewables Now24 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,Positive,3,The Fish Site29 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,Positive,3,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Queensland,Solid ground boosts NQ rock lobster farm - Ministerial Media Statements,,Positive,3,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,South Australia,"South African fishermen, oyster farmers fear power-generating ship will kill business",,Neutral,2,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,South Australian appointed to the Murrayâ€“Darling Basin Authority,,NA,0,ABC News18 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,South Australia's Coffin Bay oyster growers are back in business,,Positive,3,Farm Weekly2 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,South Australia's fisheries on the world stage,,NA,0,WAtodaybookmark_bordersharemore_vert
Aquaculture,South Australia,South Australia's lobster season starts as markets tighten,,Neutral,2,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,South Australia,South Australia's top 100 companies: 80-61,,NA,0,The Conversation AU26 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,South Coast oyster farmer goes global with breakthrough app,,Positive,3,Media Statements22 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,Southern Australia identified as potential aquaculture hotspot,,Neutral,2,Media Statements1 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,Southern Australia identified as potential aquaculture hotspot,,Neutral,2,Media Statements10 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,Southern Australia identified as potential aquaculture hotspot,,Neutral,2,The Elephant3 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Southland Aquaculture Group welcomes call for seaweed body,,Neutral,2,Government of Western Australia23 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,,NA,0,RenewEconomy20 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,,NA,0,Bloomberg20 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,,NA,0,Farm Weekly9 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,"Spanish mackerel stocks under threat from overfishing, government says",,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,Stanley Wharf being considered as potential base for fish farming in north-west Tasmania,,Neutral,2,NAWA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,State aid: Commission approves â‚¬9.8 million Charleroi,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,State government agrees to explore further offshore fish farms,,Neutral,2,The Fish Site16 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,State government to amend fisheries bill to access to Commonwealth waters,,NA,0,Bunbury Mail15 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,State government to amend fisheries bill to access to Commonwealth waters,,NA,0,Government of Western Australia1 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Statement from the Hon. Joyce Murray on a research-based transfer request from Yellow Island Aquaculture Ltd.,,Neutral,2,Farm Weekly2 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Stocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert",,NA,0,"NA5,000 kingfish released in Fremantle, WAFishing Worldbookmark_bordersharemore_vert"
Aquaculture,Western Australia,Stop at Settler's for more than a pie: $15m Indigenous tourism destination planned for Perth's holiday highway,,NA,0,Farm Weekly20 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,"Suitors court Huon Aquaculture, after salmon giant's horror year",,Negative,1,Business News25 May 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,"Suitors lining up for troubled Huon Aquaculture, including JBSSeafood",,Negative,1,Mandurah Mailbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Supply Chain Bottlenecks and Aquaculture - World Aquaculture Societywas.org15 Decbookmark_bordersharemore_vert,,Neutral,2,The Fish Site19 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Support retracted for desal,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Surfersâ€™ simple message to salmon farmers,,Neutral,2,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,Western Australia,Sustainability and secure access to guide WA's aquatic resources,,NA,0,The West Australian11 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Sustainability and secure access to guide WA's aquatic resources,,NA,0,The Guardian10 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Sustainable aquafeed and aquaculture production systems as impacted by challenges of global food security and climate change - World Aquaculture Societywas.org13 Decbookmark_bordersharemore_vert,,Neutral,2,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Victoria,Sustainable Cod Aquaculture Set Up in NSWThe,,Positive,3,Gowan and Zak Kirkup's election promisesABC News13 Feb 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,Sustainable Cod Aquaculture Set Up in NSWThe,,Positive,3,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,Swinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert,,Neutral,2,"NAStocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert"
Aquaculture,Victoria,"Sydney news: Five charged over theft of more than $4 million of salmon, fatal crash in Muswellbrook",,NA,0,Media Statements28 May 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,"Sydney news: Five charged over theft of more than $4 million of salmon, fatal crash in Muswellbrook",,NA,0,"Minister for Industry, Science25 Augbookmark_bordersharemore_vert"
Aquaculture,Queensland,Tackling pathogens in Australia's tiger prawn farms,,Neutral,2,WAtoday22 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,TAMP Meets with JBS over Huon Aquaculture,,Neutral,2,Beef Central6 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tas,,NA,0,The Fish Site2 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Tasmania pledges salmon industry 'reset'The Canberra Times16 Septbookmark_bordersharemore_vert,,Neutral,2,PerthNow19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmania Salmon Farms,,Neutral,2,NASwinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Tasmania Salmon Farms,,Neutral,2,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Tasmania to cap spread of salmon farms,,Neutral,2,ABC News25 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,"Tasmaniaâ€™s salmon industry expansion has no sound scientific basis, expert who quit review panel says",,Negative,1,The Guardian22 June 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,"Tasmaniaâ€™s salmon industry expansion has no sound scientific basis, expert who quit review panel says",,Negative,1,Beef Central23 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,"Tasmaniaâ€™s salmon industry expansion has no sound scientific basis, expert who quit review panel says",,Negative,1,ABC News18 Julybookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian aquaculture opponents decry â€œsecret mapsâ€ as government develops 10-year plan,,Negative,1,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian Fish Farming Goes Deeper Offshore,,Neutral,2,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian Government moves to form marine research collaboration with Commonwealth for future deep sea salmon farming,,Neutral,2,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian oyster grower sells business to South Australian hatchery,,Neutral,2,SeafoodSource24 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Tasmanian oyster grower sells business to South Australian hatchery,,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian salmon companies report 68 instances of elevated fish deaths in 15 months,,Negative,1,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Tasmanian salmon companies report 68 instances of elevated fish deaths in 15 months,,Negative,1,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian salmon giant Huon Aquaculture is for sale,,Neutral,2,ABC News8 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Tasmanian salmon giant Huon Aquaculture plans WA kingfish farm near Abrolhos Islands,,Negative,1,The Islander10 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmanian Salmon industry in deeper waters; Greens react,,Negative,1,Mirage News8 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,"Tasmanian salmon should be off the menu for now, says conservation group",,Negative,1,The Conversation AU22 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tasmania's salmon industry detonates underwater bombs to scare away seals â€“ but at what cost?,,Negative,1,The Conversation AU6 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Tasmania's salmon industry detonates underwater bombs to scare away seals â€“ but at what cost?,,Neutral,2,ABC News17 June 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,"Tasmania's three fish farming companies, Tassal, Petuna Seafood, Huon Aquaculture, to make joint submission to Greens initiated Senate inquiry into salmon industry",,Neutral,2,The Mercury12 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,Tassal leads pack with sustainable Salmon,,Positive,3,Beef Central26 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,Tassal leads pack with sustainable Salmon,,Positive,3,ABC News18 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,Tassal leads pack with sustainable Salmon,,Positive,3,WestNews14 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,Tassal leads the pack with sustainable Salmon,,Positive,3,National Fisherman16 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,,Neutral,2,Tampa Bay Times14 DecOpinionbookmark_bordersharemore_vert
Aquaculture,Victoria,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,,Neutral,2,The Fish Site17 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,,Neutral,2,Miami Herald14 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,TELâ€™s funding push to make NQ leader in aquaculture,,Neutral,2,The Fish Site24 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,TELâ€™s funding push to make NQ leader in aquaculture,,Neutral,2,SeafoodSource23 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,TELâ€™s funding push to make NQ leader in aquaculture,,Neutral,2,The Fish Site24 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,TELâ€™s funding push to make NQ leader in aquaculture,,Neutral,2,Bounty Technologies to Present at the H.C. Wainwright BioConnect ConferenceYahoo Finance4 days agobookmark_bordersharemore_vert
Aquaculture,Northern Territory,TELâ€™s funding push to make NQ leader in aquaculture,,Neutral,2,The Fish Site6 days agobookmark_bordersharemore_vert
Aquaculture,Tasmania,Thanks owed to agency shielding state,,NA,0,PRNewswire14 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,The Aquaculture Industry Needs a Heat-Loving Salmon,,Neutral,2,Hellenic Shipping News Worldwide7 hours agobookmark_bordersharemore_vert
Aquaculture,Tasmania,The battle over big salmon: industry at a crossroads as Tasmania votes,,Neutral,2,Canada NewsWire22 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,The Bob Brown Foundation dispute the validity of eco-certifications for salmon farmers,,Neutral,2,Premier of Tasmania20 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,The Environmentalist Case for Fish Farming,,Positive,3,Media Statements19 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,The oceans need our help â€” now | Opinion - South Florida Sun Sentinel,,NA,0,The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,The real reason to worry about sharks in Australian waters this summer: 1 in 8 are endangered,,NA,0,Premier of Tasmania24 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",,Positive,3,NASupply Chain Bottlenecks and Aquaculture - World Aquaculture Societywas.org15 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",,Positive,3,The Canberra Times7 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",,Positive,3,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,The sweet smell of success from fish poo for one Tasmanian farmer,,Positive,3,NABFAR sees completion of 32 hatcheries in 2022pna.gov.ph13 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,The Tasmanian Alliance for Marine Protection is calling for fish farms to move back onshore,,Neutral,2,The Examiner23 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,The world is our Akoya,,NA,0,The Mandarin25 Julybookmark_bordersharemore_vert
Aquaculture,South Australia,'There are many myths surrounding fish farming': How aquaculture is leveraging tech for an economically and environmentally bright future,,Positive,3,The Fish Site29 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,There aren't plenty more fish in the sea,,NA,0,NATasmania pledges salmon industry 'reset'The Canberra Times16 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,There aren't plenty more fish in the sea,,NA,0,Anishinabek News17 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,There aren't plenty more fish in the sea,,NA,0,S. seafood productionBoston Herald26 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,There aren't plenty more fish in the sea,,NA,0,S. fishing industryAgri-Pulse11 NovOpinionbookmark_bordersharemore_vert
Aquaculture,South Australia,Thousands of baby snapper to be released into SA gulf waters to boost fish stock recovery,,NA,0,The Fish Site6 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,Tiger prawn farm attracts offshore interest,,Positive,3,AllAfrica.com24 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,Tiger prawn farm attracts offshore interest,,Positive,3,The Conversation AU21 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,Tiger prawn farm attracts offshore interest,,Positive,3,Bâ€“BAFE | Jasper Y. ArcalasBusiness Mirror19 hours agobookmark_bordersharemore_vert
Aquaculture,South Australia,Tilapia demand: SA not ready to swim with the big fish,,Neutral,2,The Guardian Australia19 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,Tilapia farming: Untapped SA market holds opportunity for growth,,Positive,3,The Regulatory Review23 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Time for Scott Morrison to deliver for Queensland - Ministerial Media Statements,,NA,0,The Fish Site30 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Too harmful: The march of salt and plastics on world soils,,NA,0,Queensland Country Life12 Julybookmark_bordersharemore_vert
Aquaculture,South Australia,"Tooperang Trout Farm is the largest breeder in South Australia | The Times | Victor Harbor, SAVictor Harbor Timesbookmark_bordersharemore_vert",,Neutral,2,San Francisco Chronicle8 days agobookmark_bordersharemore_vert
Aquaculture,Queensland,Townsville rock lobster hatchery to begin producing larvae in world-first commercial operation,,Neutral,2,The Virginian-Pilot7 June 2021Opinionbookmark_bordersharemore_vert
Aquaculture,Western Australia,Training sector's brightest stars announced,,Neutral,2,The Fish Site17 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,"Tributes paid to ""foster father"" of Washington's aquaculture industry",,Neutral,2,Government of Nova Scotia19 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,Tropical oysters cultivated in Bowen,,Neutral,2,NIGERIAN TRIBUNE19 hours agobookmark_bordersharemore_vert
Aquaculture,Queensland,Tropical rock lobster facility to boost aquaculture in the north,,Neutral,2,ABC News27 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,"True to the Land: a new history of food in Australia begins 65,000 years ago",,NA,0,SeafoodSource30 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,Tweed Coast Road upgrade key to new housing and jobs,,NA,0,National Observer24 Feb 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,Tweed Coast Road upgrade key to new housing and jobs,,NA,0,Tasmanian Times28 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,Twiggy Forrest buys chunk of Huon Aquaculture,,Neutral,2,Food Tankbookmark_bordersharemore_vert
Aquaculture,Queensland,Twiggy says JBS-Huon deal too costly because salmon pens must move,,Neutral,2,National Geographic2 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Two salmon farming chiefs step down in two days,,Neutral,2,The Canberra Times27 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,Underwater Drones Protecting Territory Aquaculture Industry,,Neutral,2,South Florida Sun Sentinel4 days agoOpinionbookmark_bordersharemore_vert
Aquaculture,New South Wales,Underwater Drones Protecting Territory Aquaculture Industry,,Neutral,2,The National Law Review20 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,Underwater Drones Protecting Territory Aquaculture Industry,,Neutral,2,The Canberra Times28 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"US Fisheries, Aquaculture Affected By Focus on Climate Change",,Neutral,2,The Conversation AU16 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"US offshore aquaculture bill supported by Cargill, others reintroduced in Congress",,NA,0,The Fish Site17 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,US-based aquaculture company include Port Lincoln for seaweed cultivation,,Neutral,2,Food Tank29 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,Valuable fish culled as WA kingfish producer loses faith in WA State Government,,Neutral,2,SeaWestNews4 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Valuable fish culled as WA kingfish producer loses faith in WA State Government,,Neutral,2,Prime Minister of Canada16 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Valuable fish culled as WA kingfish producer loses faith in WA State Government,,Neutral,2,Bloomberg29 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Western Australia,Vegetables courtesy of the Indian Ocean,,NA,0,IntraFish28 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,Vertical thinking when it comes to growing,,NA,0,Gov.iebookmark_bordersharemore_vert
