System,State,Sentiment_1_RAW,Headline,Sentiment_1,Sentiment_2,Metadata
Aquaculture,Western Australia,0,Push for Harvest Road to be carbon neutral ahead of 2030,NA,,The West Australian23 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Qld hub for northern aquaculture species,Neutral,,Goulburn Post27 Julybookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Qld hub for northern aquaculture species,Neutral,,Goulburn Post27 Julybookmark_bordersharemore_vert
Aquaculture,Queensland,0,"Queensland fisheries face tighter regulations, but industry is not happy",NA,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Queensland gropers sent to south-east to help prawn farmers battling white spot disease,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Queensland,2,Queensland launches $5 million aquaculture hub,Neutral,,The Fish Site27 Julybookmark_bordersharemore_vert
Aquaculture,Queensland,2,"R&D grants open for fisheries, aquaculture",Neutral,,Food & Drink Business3 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,RASHA AL JUNDI - Diani's Changing Waters,NA,,The Elephant3 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,RE program for agri-fishery sector requires ₧8,NA,,B–BAFE | Jasper Y. ArcalasBusiness Mirror19 hours agobookmark_bordersharemore_vert
Aquaculture,Victoria,0,Recreational fishing access in water supply dams,NA,,Fishing World29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Recreational fishing access in water supply dams,NA,,Fishing World29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Report from the future: Aotearoa New Zealand is looking good in 2040 – here's how we did it,NA,,The Conversation AU7 days agobookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Researchers scale up new blood test for stressed fish,NA,,Phys.org10 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Ridley Corp sells aquafeed plant to Skretting,Neutral,,FeedNavigator.com25 May 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,2,Ridley Corp sells aquafeed plant to Skretting,Neutral,,FeedNavigator.com25 May 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,3,Riverina Murray cod farm a dam good idea,Positive,,The Weekly Timesbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Riverina Murray cod farm a dam good idea,Positive,,The Weekly Timesbookmark_bordersharemore_vert
Aquaculture,South Australia,3,SA aquaculture industry reaching new heights,Positive,,Premier of South Australia6 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,3,SA Commercial Marine Scalefish Fishery celebrates 185 years of sustainability and family traditions,Positive,,ABC News20 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,1,Salmon boss launches furious spray over ‘puerile’ video,Negative,,The Mercury20 Julybookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Salmon farm admits fault over mass fish escape,Neutral,,The Mercurybookmark_bordersharemore_vert
Aquaculture,Queensland,2,Salmon farmer Huon Aquaculture slams accreditation scheme,Neutral,,The Australian6 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,1,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,1,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,1,Salmon farming giant Huon Aquaculture hit by another incident at fish pen in Tasmania,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Salmon Farming: Tasmania's Reset On Its Controversial Industry,Negative,,Junkee23 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Salmon giant Huon objects to Petuna Storm Bay farm licence on biosecurity grounds, documents show",Neutral,,ABC News5 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,"Salmon giant Huon objects to Petuna Storm Bay farm licence on biosecurity grounds, documents show",Neutral,,ABC News5 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,1,"Salmon 'grow' and 'no grow' draft plan for Tasmania released, but Greens unimpressed",Negative,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Salmon industry winning the PR war, poll shows",Neutral,,The Mercury25 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Salmon Wars: The path to a peace plan,Neutral,,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Salmon Wars: The path to a peace plan,Neutral,,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Salmon Wars: The path to a peace plan,Neutral,,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Salmon Wars: The path to a peace plan,Neutral,,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Salmon Wars: The path to a peace plan,Neutral,,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Satellite images predict the NT's next mango harvest yield,NA,,FOOD Magazine - Australia24 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,SATS pens letter to Biden urging support for aquaculture prioritization,Positive,,SeafoodSource25 May 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,2,Seafarms secures $90 million funding,Neutral,,The Fish Site25 June 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Seafarms secures $90 million funding,Neutral,,The Fish Site25 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Seafarms secures $90 million funding,Neutral,,The Fish Site25 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Seafood and buy it: Twiggy's company set to swallow Albany oyster farm,Neutral,,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Seal response at Tasmanian aquaculture sites 'out of proportion', advocates say",Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Search begins for SA's 2021 Ag,NA,,Town of the YearInDaily15 Julybookmark_bordersharemore_vert
Aquaculture,South Australia,2,Seaweed aquaculture venture to partner with Kangaroo Island oyster grower,Neutral,,The Islanderbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Senate Re-Introduction of AQUAA Act Could Be a Cause for Concern – Food Tank,Neutral,,Food Tankbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Senior management appointments strengthen WA's Harvest Road beef supply chain,NA,,Beef Central6 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Shellfish and seaweed aquaculture potential in Australia,Neutral,,Foodprocessingbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Shellfish and seaweed aquaculture potential in Australia,Neutral,,Foodprocessingbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Shepparton fish farming course will help Indigenous students work on Country,Positive,,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,Shepparton fish farming course will help Indigenous students work on Country,Positive,,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Shepparton fish farming course will help Indigenous students work on Country,Positive,,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Shepparton fish farming course will help Indigenous students work on Country,Positive,,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,Shepparton fish farming course will help Indigenous students work on Country,Positive,,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,'Shocking' images of birds caught in nets prompt calls for reform at Tasmanian salmon farms,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Skretting to buy Ridley's Tasmanian aquafeed plant,Neutral,,Grain Central21 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Slaughter joins Harvest Road team,NA,,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Small scale farmer tackles ‘Toxic’ backwash,NA,,The Mercury26 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,Positive,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Solid ground boosts NQ rock lobster farm - Ministerial Media Statements,Positive,,Media Statements3 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,2,"South African fishermen, oyster farmers fear power-generating ship will kill business",Neutral,,Reuters18 June 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,0,South Australian appointed to the Murray–Darling Basin Authority,NA,,Premier of South Australia18 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,3,South Australia's Coffin Bay oyster growers are back in business,Positive,,FOOD Magazine - Australia21 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,0,South Australia's fisheries on the world stage,NA,,Premier of South Australia21 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,2,South Australia's lobster season starts as markets tighten,Neutral,,ABC News15 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,0,South Australia's top 100 companies: 80-61,NA,,InDaily19 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,3,South Coast oyster farmer goes global with breakthrough app,Positive,,North Queensland Register30 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Southern Australia identified as potential aquaculture hotspot,Neutral,,The Lead South Australiabookmark_bordersharemore_vert
Aquaculture,Victoria,2,Southern Australia identified as potential aquaculture hotspot,Neutral,,The Lead South Australiabookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Southern Australia identified as potential aquaculture hotspot,Neutral,,The Lead South Australiabookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Southland Aquaculture Group welcomes call for seaweed body,NA,,Stuff.co.nz20 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,NA,,ABC News21 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,NA,,ABC News21 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Spanish mackerel stock report 'imminent' as stakeholders fear for fishery's future,NA,,ABC News21 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,0,"Spanish mackerel stocks under threat from overfishing, government says",NA,,ABC News14 June 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Stanley Wharf being considered as potential base for fish farming in north-west Tasmania,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,0,State aid: Commission approves €9.8 million Charleroi,NA,,European Commission12 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,State government agrees to explore further offshore fish farms,Neutral,,The Examiner27 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,State government to amend fisheries bill to access to Commonwealth waters,Neutral,,The Examiner23 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,State government to amend fisheries bill to access to Commonwealth waters,Neutral,,The Examiner23 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Statement from the Hon. Joyce Murray on a research-based transfer request from Yellow Island Aquaculture Ltd.,Neutral,,Canada NewsWire22 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,"Stocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert",NA,,"NAStocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert"
Aquaculture,Western Australia,0,Stop at Settler's for more than a pie: $15m Indigenous tourism destination planned for Perth's holiday highway,NA,,WAtoday22 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,1,"Suitors court Huon Aquaculture, after salmon giant's horror year",Negative,,Tasmania Examiner27 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,1,"Suitors lining up for troubled Huon Aquaculture, including JBSSeafood",Negative,,Source29 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Supply Chain Bottlenecks and Aquaculture - World Aquaculture Societywas.org15 Decbookmark_bordersharemore_vert,Neutral,,NASupply Chain Bottlenecks and Aquaculture - World Aquaculture Societywas.org15 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Support retracted for desal,NA,,Port Lincoln Times30 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Surfers’ simple message to salmon farmers,Neutral,,The Mercury23 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Sustainability and secure access to guide WA's aquatic resources,NA,,Media Statements19 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Sustainability and secure access to guide WA's aquatic resources,NA,,Media Statements19 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,Sustainable aquafeed and aquaculture production systems as impacted by challenges of global food security and climate change - World Aquaculture Societywas.org13 Decbookmark_bordersharemore_vert,Positive,,NASustainable aquafeed and aquaculture production systems as impacted by challenges of global food security and climate change - World Aquaculture Societywas.org13 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,3,Sustainable Cod Aquaculture Set Up in NSWThe,Positive,,FishSite.combookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Sustainable Cod Aquaculture Set Up in NSWThe,Positive,,FishSite.combookmark_bordersharemore_vert
Aquaculture,Western Australia,1,Swinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert,Negative,,NASwinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,0,"Sydney news: Five charged over theft of more than $4 million of salmon, fatal crash in Muswellbrook",NA,,ABC News18 Jan 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,"Sydney news: Five charged over theft of more than $4 million of salmon, fatal crash in Muswellbrook",NA,,ABC News18 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,Tackling pathogens in Australia's tiger prawn farms,Positive,,The Fish Site12 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,TAMP Meets with JBS over Huon Aquaculture,Neutral,,Tasmanian Times12 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Tas,NA,,Water – Aquaculture NutrientsTasmanian Greens MPs1 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Tasmania pledges salmon industry 'reset'The Canberra Times16 Septbookmark_bordersharemore_vert,Neutral,,NATasmania pledges salmon industry 'reset'The Canberra Times16 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmania Salmon Farms,Neutral,,The Mercury3 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Tasmania Salmon Farms,Neutral,,The Mercury3 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Tasmania to cap spread of salmon farms,Neutral,,The Australian16 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Tasmania’s salmon industry expansion has no sound scientific basis, expert who quit review panel says",Neutral,,The Guardian27 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,"Tasmania’s salmon industry expansion has no sound scientific basis, expert who quit review panel says",Neutral,,The Guardian27 Apr 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,2,"Tasmania’s salmon industry expansion has no sound scientific basis, expert who quit review panel says",Neutral,,The Guardian27 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmanian aquaculture opponents decry “secret maps” as government develops 10-year plan,Neutral,,SeafoodSource24 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmanian Fish Farming Goes Deeper Offshore,Neutral,,Hit 10728 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmanian Government moves to form marine research collaboration with Commonwealth for future deep sea salmon farming,Neutral,,The Examiner23 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmanian oyster grower sells business to South Australian hatchery,Neutral,,ABC News29 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Tasmanian oyster grower sells business to South Australian hatchery,Neutral,,ABC News29 Julybookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmanian salmon companies report 68 instances of elevated fish deaths in 15 months,Neutral,,ABC News7 July 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Tasmanian salmon companies report 68 instances of elevated fish deaths in 15 months,Neutral,,ABC News7 July 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Tasmanian salmon giant Huon Aquaculture is for sale,Neutral,,ABC News26 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Tasmanian salmon giant Huon Aquaculture plans WA kingfish farm near Abrolhos Islands,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Tasmanian Salmon industry in deeper waters; Greens react,Negative,,The Mercury27 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Tasmanian salmon should be off the menu for now, says conservation group",Neutral,,The Guardianbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Tasmania's salmon industry detonates underwater bombs to scare away seals – but at what cost?,Negative,,The Conversation AU16 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,1,Tasmania's salmon industry detonates underwater bombs to scare away seals – but at what cost?,Negative,,The Conversation AU16 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"Tasmania's three fish farming companies, Tassal, Petuna Seafood, Huon Aquaculture, to make joint submission to Greens initiated Senate inquiry into salmon industry",Neutral,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Victoria,3,Tassal leads pack with sustainable Salmon,Positive,,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,Tassal leads pack with sustainable Salmon,Positive,,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,Tassal leads pack with sustainable Salmon,Positive,,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,3,Tassal leads the pack with sustainable Salmon,Positive,,Tasmanian Labor2 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,Neutral,,NATassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,Neutral,,NATassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Tassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert,Neutral,,NATassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,TEL’s funding push to make NQ leader in aquaculture,Positive,,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,TEL’s funding push to make NQ leader in aquaculture,Positive,,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,3,TEL’s funding push to make NQ leader in aquaculture,Positive,,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,TEL’s funding push to make NQ leader in aquaculture,Positive,,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,TEL’s funding push to make NQ leader in aquaculture,Positive,,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Thanks owed to agency shielding state,NA,,The Examiner10 days agobookmark_bordersharemore_vert
Aquaculture,Tasmania,2,The Aquaculture Industry Needs a Heat-Loving Salmon,Neutral,,Hakai Magazine15 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,The battle over big salmon: industry at a crossroads as Tasmania votes,Neutral,,The Guardianbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,The Bob Brown Foundation dispute the validity of eco-certifications for salmon farmers,Neutral,,The Examiner9 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,The Environmentalist Case for Fish Farming,Positive,,Bloomberg29 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,The oceans need our help — now | Opinion - South Florida Sun Sentinel,NA,,South Florida Sun Sentinel4 days agoOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,The real reason to worry about sharks in Australian waters this summer: 1 in 8 are endangered,NA,,The Conversation AU21 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,2,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,"The rise and rise of Tasmania's Atlantic salmon industry, from zero to a billion dollars in three decades",Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,The sweet smell of success from fish poo for one Tasmanian farmer,NA,,ABC News23 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,The Tasmanian Alliance for Marine Protection is calling for fish farms to move back onshore,Neutral,,Tasmania Examiner2 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,The world is our Akoya,NA,,The West Australianbookmark_bordersharemore_vert
Aquaculture,South Australia,3,'There are many myths surrounding fish farming': How aquaculture is leveraging tech for an economically and environmentally bright future,Positive,,FoodNavigator.com16 Julybookmark_bordersharemore_vert
Aquaculture,Victoria,0,There aren't plenty more fish in the sea,NA,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,New South Wales,0,There aren't plenty more fish in the sea,NA,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,There aren't plenty more fish in the sea,NA,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,There aren't plenty more fish in the sea,NA,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,South Australia,0,Thousands of baby snapper to be released into SA gulf waters to boost fish stock recovery,NA,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Tiger prawn farm attracts offshore interest,Neutral,,The Australian Financial Reviewbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Tiger prawn farm attracts offshore interest,Neutral,,The Australian Financial Reviewbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Tiger prawn farm attracts offshore interest,Neutral,,The Australian Financial Reviewbookmark_bordersharemore_vert
Aquaculture,South Australia,3,Tilapia demand: SA not ready to swim with the big fish,Positive,,Food For Mzansi29 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,3,Tilapia farming: Untapped SA market holds opportunity for growth,Positive,,Farmer's Weekly20 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,0,Time for Scott Morrison to deliver for Queensland - Ministerial Media Statements,NA,,Media Statements9 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Too harmful: The march of salt and plastics on world soils,NA,,NationofChange2 days agobookmark_bordersharemore_vert
Aquaculture,South Australia,2,"Tooperang Trout Farm is the largest breeder in South Australia | The Times | Victor Harbor, SAVictor Harbor Timesbookmark_bordersharemore_vert",Neutral,,"NATooperang Trout Farm is the largest breeder in South Australia | The Times | Victor Harbor, SAVictor Harbor Timesbookmark_bordersharemore_vert"
Aquaculture,Queensland,2,Townsville rock lobster hatchery to begin producing larvae in world-first commercial operation,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Training sector's brightest stars announced,NA,,Media Statements10 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,"Tributes paid to ""foster father"" of Washington's aquaculture industry",Neutral,,The Fish Site16 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Tropical oysters cultivated in Bowen,Neutral,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Tropical rock lobster facility to boost aquaculture in the north,Positive,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,"True to the Land: a new history of food in Australia begins 65,000 years ago",NA,,The Conversation AU6 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Tweed Coast Road upgrade key to new housing and jobs,NA,,Mirage News22 hours agobookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Tweed Coast Road upgrade key to new housing and jobs,NA,,Mirage News22 hours agobookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Twiggy Forrest buys chunk of Huon Aquaculture,Neutral,,Tasmania Examiner22 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,2,Twiggy says JBS-Huon deal too costly because salmon pens must move,Neutral,,Queensland Country Life24 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Two salmon farming chiefs step down in two days,Neutral,,The Fish Site3 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Underwater Drones Protecting Territory Aquaculture Industry,Neutral,,Mirage News11 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Underwater Drones Protecting Territory Aquaculture Industry,Neutral,,Mirage News11 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Underwater Drones Protecting Territory Aquaculture Industry,Neutral,,Mirage News11 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,"US Fisheries, Aquaculture Affected By Focus on Climate Change",Positive,,The National Law Review20 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,"US offshore aquaculture bill supported by Cargill, others reintroduced in Congress",Neutral,,IntraFish28 Octbookmark_bordersharemore_vert
Aquaculture,South Australia,2,US-based aquaculture company include Port Lincoln for seaweed cultivation,Neutral,,Port Lincoln Timesbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Valuable fish culled as WA kingfish producer loses faith in WA State Government,NA,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Valuable fish culled as WA kingfish producer loses faith in WA State Government,NA,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Valuable fish culled as WA kingfish producer loses faith in WA State Government,NA,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Vegetables courtesy of the Indian Ocean,Positive,,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Western Australia,3,Vertical thinking when it comes to growing,Positive,,Farm Weekly9 June 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Views sought on turning organic waste into energy,NA,,Premier of Tasmania15 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,WA election: Your handy guide to Mark Mc,NA,,Gowan and Zak Kirkup's election promisesABC News13 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,3,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,Positive,,WAtodaybookmark_bordersharemore_vert
Aquaculture,New South Wales,3,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,Positive,,WAtodaybookmark_bordersharemore_vert
