Year of Reg,Year,CN-8,Comment,CN-8 product name,Explanation,CF
1832/2002,2003,0305 20 00,unchanged,"Fish livers and roes, dried, smoked, salted or in brine","Livers and roes are  considered as a byproduct. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,0305 30 11,unchanged,"Fillets of cod ""Gadus macrocephalus"", dried, salted or in brine, but not smoked","It is assumed that these products are green salted. According to the information from the industry teh processing yield is about 52% (1,92) of h/g cod. Hence, the porposed CF is 1,80 (by analogy with G. Morhua, gutted, head off machine cut)*1,92=3,45 (source: Oceanic Developpement survey).  ",3.45
1832/2002,2003,0305 30 19,unchanged,"Fillets of cod ""Gadus morhua, Gadus ogac"" and of fish of the species ""Boreogadus saida"", dried, salted or in brine, but not smoked",Same assumption as for 0305 30 11,3.45
1832/2002,2003,0305 30 30,unchanged,"Fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"", salted or in brine, but not smoked","It is assumed in the Oceanic developpement survey that fillets are salted in brine and loose about 25% of their weight during the salting process. As the CF for fillets to live weight is estimated at 1,60, the proposed CF for this item is 2,13.",2.13
1832/2002,2003,0305 30 50,unchanged,"Fillets of lesser or Greenland halibut ""Reinhardtius hippoglossoides"", salted or in brine, but not smoked","Same assumption as for item 03 05 30 30, with a CF for fillets to live weight of 2,65 ",3.53
1832/2002,2003,0305 30 90,unchanged,"Fillets of fish, dried, salted or in brine, but not smoked (excl. cod, and fish fillets, salted or in brine of Pacific salmon, Atlantic salmon, Danube salmon and lesser or Greenland halibut)",The oceanic Developpement survey proposes an average CF for the CFs found in FAO/Eurostat for various species salted and dried. ,3.76
1832/2002,2003,0305 41 00,unchanged,"Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"", smoked, incl. fillets",The yield is highly dependend on the trimming grade. Import trimming grade is probably less than exports. The proposed Cf is CF 2.1 based on the information from the industry.,2.10
1832/2002,2003,0305 42 00,unchanged,"Herrings ""Clupea harengus, Clupea pallasii"", smoked, incl. fillets","Herring can be smoked whole or in fillets. The yield of smoked whole is 1,12, and the yield for smoked fillets is 2,5.  Thus the proposed average CF is 1,81 (source: Oceanic Developpement survey). ",1.81
1832/2002,2003,0305 49 10,unchanged,"Lesser or Greenland halibut ""Reinhardtius hippoglossoides"", smoked, incl. fillets","It is assumed in the Oceanic developpement survey that fillets are smoked, not the whole fish. We estimate a a smoking yield of 80% (1,25) from fillets for this species. If we take a CF live weight to fillet weight of 2,65, the CF proposed for this item is 3.31 (2,65 x 1,125)",3.31
1832/2002,2003,0305 49 20,unchanged,"Atlantic halibut ""Hippoglossus hippoglossus"", smoked, incl. fillets",The same assumption as for 0305 49 10,3.31
1832/2002,2003,0305 49 30,unchanged,"Mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus"", smoked, incl. fillets","It is assumed that smoked mackerel is smoked in fillets. Ifremer indicates 20% weightloss and the yield of 60% from filleting. Thus the proposed CF is 2,08 (source: Oceanic Developpement survey). ",2.08
1832/2002,2003,0305 49 45,unchanged,"Trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"", smoked, incl. fillets","The IFREMER study mentions a smoking yield of 66% (1,52) after smoking from whole gutted fish. The CF gutted –> whole is 1,13 (see item 03 03 21 90), which leads to a global CF of 1,13 * 1,52 = 1,72 for whole fish. For smoked fillets it is assumed a weight loss of 20%, i.e. a CF of 2,50. It is propose to adopt a mean value between whole trouts and trout fillets, i.e 2,11 (source: Oceanic Developpement survey)",2.11
1832/2002,2003,0305 49 50,unchanged,"Eels ""Anguilla spp."", smoked, incl. fillets","In the Oceanic Developpeemnt survey it is assumed that eel is smoked after heading and gutting (CF of 1,10). According to Torry Research Station works, eel loses 15-20% ot its weight during the smoking process. It is proposed a median CF of 1,33.",1.33
1832/2002,2003,0305 49 80,unchanged,"Smoked fish, incl. fillets (excl. Pacific salmon, Atlantic salmon, Danube salmon, herrings, lesser or Greenland halibut, Atlantic halibut, mackerel, trout and eels)","It is assumed that the products in this category are mostly fillets (CF 2,65 calculated for CN 0304 20 95). Taking into consideration the weight loss of 20%  during smoking, the proposed CF is 2,65*1,25= 3,31.",3.31
1832/2002,2003,0305 51 10,unchanged,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", dried, unsalted and unsmoked stockfish (excl. fillets)","It is proposed to use the CF 6,53 identified by FAO/Eurostat (source: Oceanic Developpement survey). The same CF is used in Norway.",6.53
1832/2002,2003,0305 51 90,unchanged,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", dried, salted, not smoked klippfish (excl. fillets)","The proposed CF 3,65 is used in Norway for this presentation",3.65
1832/2002,2003,0305 59 11,unchanged,"FISH OF THE SPECIES BOREOGADUS SAIDA, DRIED, UNSALTED, NOT SMOKED STOCKFISH (EXCL. FILLETS)",Same assumption as for 0305 51 10,6.53
1832/2002,2003,0305 59 19,unchanged,"FISH OF THE SPECIES BOREOGADUS SAIDA, DRIED AND SALTED, NOT SMOKED STOCKFISH (EXCL. FILLETS)",Same assumption as for 0305 51 90,5.40
1832/2002,2003,0305 59 30,unchanged,"Herrings ""Clupea harengus, Clupea pallasii"", dried, whether or not salted, not smoked (excl. fillets)","The CF proposed comes from publication n° 17 of Torry Research Station (weight loss of 20%), increased by the CF for the gutted form  (source: Oceanic Developpement survey)",1.46
1832/2002,2003,0305 59 50,unchanged,"Anchovies ""Engraulis spp."" dried, whether or not salted, not smoked (excl. fillets)","The proposed CF 3,33 is based on the assumption that anchovies are dried and the average water content is 70%.",3.33
1832/2002,2003,0305 59 60,unchanged,"Lesser or Greenland Halibut ""Reinhardtius hippoglossoides"" and Pacific Halibut ""Hippoglossus stenolepis"", dried, whether or not salted, not smoked (excl. fillets)","The volumes of this product in trade with the EU is marginal. We propose to use the CF 3,65 established for CN 0305 59 60 (source: Oceanic Developpement survey)",3.65
1832/2002,2003,0305 59 70,unchanged,"Atlantic Halibut ""Hippoglossus Hippoglossus"", dried, whether or not salted, not smoked (excl. fillets)",Same observation as for CN 0305 56 90 (source: Oceanic Developpement survey),3.65
1832/2002,2003,0305 59 90,unchanged,"Fish, dried, whether or not salted, not smoked (excl. cod, fish of the species Boreogadus saida, herrings, anchovies, lesser or Greenland halibut, Pacific halibut, Atlantic halibut and fillets in general)","The volumes of this product in trade with the EU is marginal. We propose to use the CF 3,19 established for CN 0305 59 90 (source: Oceanic Developpement survey)",3.19
1832/2002,2003,0305 61 00,unchanged,"Herrings (Clupea harengus, Clupea pallasii), only salted or in brine (excl. fillets)",Same assumption as for 0305 59 30,1.46
1832/2002,2003,0305 62 00,unchanged,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excl. fillets)","Icelandic trade publications propose CF 49,4% for various salting methods from whole fish. The Torry Research Station report indicates 55%. The proposed CF is an average of these two CFs (source: Oceanic Developpement survey)",1.92
1832/2002,2003,0305 63 00,unchanged,"Anchovies ""Engraulis spp."", salted or in brine only (excl. fillets)","As indicated in Oceanic Developpement survey, there are two CF values in FAO/Eurostat publications. The proposed CF is an average of these two.",1.33
1832/2002,2003,0305 69 10,unchanged,"Fish of the species Boreogadus saida, salted or in brine only (excl. fillets)",Same assumption as for 0305 62 00,1.92
1832/2002,2003,0305 69 20,unchanged,"Lesser or Greenland halibut ""Reinhardtius hippoglossoides"" and Pacific halibut ""Hippoglossus stenolepis"", salted or in brine only (excl. fillets)","The volumes of this product in trade with the EU is marginal. We propose to use the CF 1,92 established for CN 0305 69 20 (source: Oceanic Developpement survey)",1.92
1832/2002,2003,0305 69 30,unchanged,"Atlantic halibut ""Hippoglossus hippoglossus"", salted or in brine only (excl. fillets)","As indicated in Oceanic Developpement survey, this form of presentation is very rare. It is porposed to use the same CF as for 0305 62 00, which supposes a loss of about 50%",1.92
1832/2002,2003,0305 69 50,unchanged,"Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"", only salted or in brine (excl. fillets)","IFREMER survey indicates a yield of 75% which has to be corrected with CF from live to gutted weight (1,13), thus CF is 1,51 (source: Oceanic Developpement survey).",1.51
1832/2002,2003,0305 69 90,unchanged,"Fish, salted or in brine, but neither dried nor smoked (excl. herrings, cod, anchovies, fish of the species Boreogadus saida, lesser or Greenland halibut, Pacific halibut, Atlantic halibut, Pacific salmon, Atlantic salmon, Danube salmon and fillets in general)",The proposed CF is an average for 20 different species salted in brine found in FAO/Eurostat publications (source: Oceanic Developpement survey).  ,1.86
1832/2002,2003,0306 11 10,unchanged,"Frozen crawfish tails ""Palinurus spp., Panulirus spp., Jasus spp."", whether in shell or not, incl. crawfish tails in their shell, cooked by steaming or by boiling in water","CF values found in FAO/Eurostat publications vary between 2,5 and 3,00.  teh proposed Cf is an average (2,90) ",2.90
1832/2002,2003,0306 11 90,unchanged,"Frozen rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether in shell or not, incl. rock lobster and other sea crawfish in shell, cooked by steaming or by boiling in water (excl. crawfish tails)",It is assumed that lobster is traded whole  (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 12 10,unchanged,"Frozen lobsters ""Homarus spp."", whole, incl. lobsters in shell, cooked by steaming or by boiling in water","It is assumed that there is no loss for frozen lobsters, as glazing compensate for weight loss (source: Oceanic Developpement survey).  ",1.00
1832/2002,2003,0306 12 90,unchanged,"Frozen lobsters ""Homarus spp."" (excl. whole)","It is assumed that when it is not sold whole, it is sold as tails. CF proposed is the average the CFs used for American lobster (2,70) (source: Oceanic Developpement survey).  ",2.70
1832/2002,2003,0306 13 10,unchanged,"Frozen shrimps and prawns of the Pandalidae family, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water",same assumption as for 0306 16 99,1.05
1832/2002,2003,0306 13 30,unchanged,"Frozen shrimps of the genus Crangon, whether in shell or not, incl. shrimps in shell, cooked by steaming or by boiling in water","Brown shrimps are small in size and are fished in the North Europe. It is assumed that brown shrimps are traded whole boild, thus CF 1,18 (source: Oceanic Developpement survey).  ",1.18
1832/2002,2003,0306 13 40,unchanged,"Frozen deepwater rose shrimps ""Parapenaeus longirostris"", whether in shell or not, incl. shrimps in shell, cooked by steaming or by boiling in water",This is a big size shrimp from the Mediterranean and are marketed whole fresh or cooked (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 13 50,unchanged,"Frozen shrimps of the genus ""Penaeus"", whether in shell or not, incl. shrimps in shell, cooked by steaming or by boiling in water","these are shrimps from tropical farming or fishing. Big shrimps are marketed whole (75% of the trade), while small or damaged are processed as tails. The yield for tail form is 55% (CF 1,82) according to the information from processors. It is porposed an average CF for while and tail form,thus CF 1,21  (source: Oceanic Developpement survey).  ",1.21
1832/2002,2003,0306 13 80,unchanged,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water (excl. ""Pandalidae"", ""Crangon"", deepwater rose shrimps ""Parapenaeus longirostris"" and shrimps of the genus ""Penaeus"")","In this item both small and big sizes are included. It is proposed an average CF of the four preceding items, thus CF 1,38",1.38
1832/2002,2003,0306 14 10,unchanged,"Frozen crabs ""Paralithodes camchaticus, Chionoecetes spp."" and ""Callinectes sapidus"", whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water","These species are fished in the North Atlantic by USA, Canadian and Russian fleets. These species are shelled after landing and marketed as meat. The proposed CF 4,00 is a synthesis of the CFs for various crab species (varying from 3,02 to 5,49 according to NOAA and Namibian fisheries) (source: Oceanic Developpement survey).  ",4.00
1832/2002,2003,0306 14 30,unchanged,"Frozen crabs ""Cancer pagurus"", whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water","This product is cooked and frozen whole. It is assumed that the cooking process leads to a weightloss of 15%, hence the CF of 1,15 (source: Oceanic Developpement survey).  ",1.15
1832/2002,2003,0306 14 90,unchanged,"Frozen crabs, whether in shell or not, incl. crabs in shell, cooked by steaming or by boiling in water (excl. ""Paralithodes camchaticus, Chionoecetes spp."", ""Callinectes sapidus"", and ""Cancer pagurus"")","The foreign trade statistics for this category indicate that 50% is european production, and 50% comes from other countries. The european crabs are traded unshelled while crabs from third countries are shelled. The proposed CF is an average of the two previous items  (source: Oceanic Developpement survey).  ",2.58
1832/2002,2003,0306 19 10,unchanged,"Frozen freshwater crayfish, whether in shell or not, incl. crayfish in shell, cooked by steaming or by boiling in water","It is assumed that 50% are traded whole (CF 1,00) and 50% as tails (CF 3,00, same as fro Norwegian lobster). The proposed Cf is an average of these two CFs.  (source: Oceanic Developpement survey).  ",2.00
1832/2002,2003,0306 19 30,unchanged,"Frozen Norway lobsters ""Nephrops norvegicus"", whether in shell or not, incl. Norway lobsters in shell, cooked by steaming or by boiling in water","It is assumed that 1/3 of landings and trade is frozen tails unpeeled. The survey of 1996  indicates CF 3,00 for this form of presentation, thus an average CF is 1,67.  (source: Oceanic Developpement survey).  ",1.67
1832/2002,2003,0306 19 90,unchanged,"Frozen crustaceans, fit for human consumption, whether in shell or not, incl. crustaceans in shell, cooked beforehand by steaming or by boiling in water (excl. rock lobster and other sea crawfish, lobsters, shrimps, prawns, crabs, freshwater crayfish and Norway lobsters ""Nephrops norvegicus""); frozen flours, meals, and pellets of crustaceans, fit for human consumption","The proposed Cf is an average of Cfs identified for 0306 13 80 (1,38) and 0306 14 90 (2,58)  (source: Oceanic Developpement survey).  ",1.98
1832/2002,2003,0306 21 00,unchanged,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. in shell, cooked by steaming or by boiling in water",It is assumed that rock lobsters that are not frozen are traded whole  (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 22 10,unchanged,"Live lobsters ""Homarus spp.""",Live lobsters asre traded whole  (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 22 91,unchanged,"Whole lobsters, fresh, chilled, dried, salted or in brine, incl. lobsters in shell, cooked by steaming or by boiling in water",Same assumption as 0306 21 00,1.00
1832/2002,2003,0306 22 99,unchanged,"Parts of lobsters ""Homarus spp."" fresh, chilled, dried, salted or in brine, incl. parts of lobsters in shell, cooked by steaming or by boiling in water",It is assume that fresh lobsters which are not whole are traded as tails. Thus the proposed CF is the same as for 0306 01 10 by analogy  (source: Oceanic Developpement survey).  ,2.90
1832/2002,2003,0306 23 10,unchanged,"Shrimps and prawns of the Pandalidae family, whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. shrimps and prawns in shell, cooked by steaming or by boiling in water",It is assumed that not frozen shrimps are traded either whole raw or cooked. The coocked form is the most usual. The proposed CF takes into account 15% of weight loss during the cooking process   (source: Oceanic Developpement survey).  ,1.15
1832/2002,2003,0306 23 31,unchanged,"Shrimps of the genus Crangon, whether in shell or not, fresh, chilled or cooked by steaming or by boiling in water",same assumption as for 0306 23 10,1.15
1832/2002,2003,0306 23 39,unchanged,"Shrimps of the genus Crangon, whether in shell or not, live, dried, salted or in brine, incl. shrimps in shell, cooked by steaming or by boiling in water, whether or not chilled",same assumption as for 0306 23 10,1.15
1832/2002,2003,0306 23 90,unchanged,"Shrimps and prawns, whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. shrimps in shell, cooked by steaming or by boiling in water (excl. ""Pandalidae"" and ""Crangon"")",same assumption as for 0306 23 10,1.15
1832/2002,2003,0306 24 10,unchanged,"Crabs ""Paralithodes camchaticus, Chionoecetes spp."" and ""Callinectes sapidus"", whether in shell or not, live, dried, salted or in brine, incl. crabs in shell, cooked by steaming or by boiling in water",It is assumed that this species are mostly traded whole and unshelled   (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 24 30,unchanged,"Crabs ""Cancer pagurus"", whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. crabs in shell, cooked by steaming or by boiling in water",It is assumed that this species are mostly traded whole and unshelled   (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 24 90,unchanged,"Crabs, whether in shell or not, live, dried, salted or in brine, incl. crabs in shell, cooked by steaming or by boiling in water (excl. ""Paralithodes camchaticus, Chionoecetes spp."", ""Callinectes sapidus"", and ""Cancer pagurus"")",It is assumed that these species are traded whole when they are not frozen.  (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0306 29 10,unchanged,"Freshwater crayfish, whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. freshwater crayfish in shell, cooked by steaming or by boiling in water","As indicated in Oceanic Developpement survey, this item concerns non-frozen cruatainsians, and the use of brine for conservation seems to be exceptional. That is why it is assumed that the product is trade fresh and whole. ",1.00
1832/2002,2003,0306 29 30,unchanged,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. Norway lobsters in shell, cooked by steaming or by boiling in water",Same assumption as for 0306 21 00,1.00
1832/2002,2003,0306 29 90,unchanged,"Crustaceans fit for human consumption, whether in shell or not, live, fresh, chilled, dried, salted or in brine, incl. crustaceans in shell, cooked beforehand by steaming or by boiling in water (excl. rock lobster and other sea crawfish, lobsters, shrimps, prawns, crabs, freshwater crayfish and Norway lobsters ""Nephrops norvegicus""); flours, meals and pellets of crustaceans, fit for human consumption (excl. frozen)",It is assumed that the maim part of the trade is whole crusteceans when they are not frozen. The other forms indicated in this item are quite rare (source: Oceanic Developpement survey).  ,1.00
1832/2002,2003,0307 10 10,unchanged,"Live flat oysters ""Ostrea spp."", weighing <= 40 g each incl. shell",Same assumption as for 0301 91 10,1.00
1832/2002,2003,0307 10 90,unchanged,"Oysters, live, fresh, chilled, frozen, dried, salted or in brine (excl. live flat oysters ""Ostrea spp."", weighing <= 40 g each incl. shell)","According to the information from the industry, oysters are traded mostly live, thus CF 1,00 (source: Oceanic Developpement survey).",1.00
1832/2002,2003,0307 21 00,unchanged,"Live, fresh or chilled scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, with or without shell",It is assumed that these species are traded live whole unlike the frozen ones (source: Oceanic Developpement survey).,1.00
1832/2002,2003,0307 29 10,unchanged,"Coquilles St. Jacques ""Pecten maximus"", with or without shell, frozen","Coquilles cannot be frozen whole. The information from IFREMER studies indicate CF 6,5, for shelled Coquilles",6.50
1832/2002,2003,0307 29 90,unchanged,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, frozen, dried, salted or in brine, with or without shell (excl. Coquilles St. Jacques ""Pecten maximus"")","It is assumed that mostly frozen meat of these specis are traded. Thus the proposed CF 8,66 is an average of CFs found in FAO/Eurostat publications",8.66
1832/2002,2003,0307 31 10,unchanged,"Mussels ""Mytilus spp."", live, fresh or chilled, with or without shell","It is assumed that fresh mussels are traded whole, thus CF 1,00 (source: Oceanic Developpement survey)",1.00
1832/2002,2003,0307 31 90,unchanged,"Mussels ""Perna spp."", live, fresh or chilled, with or without shell",Same assumption as for 0307 31 10,1.00
1832/2002,2003,0307 39 10,unchanged,"Mussels ""Mytilus spp."", frozen, dried, salted or in brine, with or without shell","It is assumed that mussels are not frozen whole, but only deshelled. Thus the Oceanic Developpement survey proposed the average CF 4,50",4.50
1832/2002,2003,0307 39 90,unchanged,"Mussels ""Perna spp."", frozen, dried, salted or in brine, with or without shell",Same assumption ad same proposal as for 0307 39 10,4.50
1832/2002,2003,0307 41 10,unchanged,"Cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", live, fresh or chilled, with or without shell","This product category consists of gutted unboned  but whole cattlefish or stripes (rings). CF for cleaned (gutted/deboned) is 1,38 according to the information from the industry. The CF for stripes is 1,98. Without further information on the importance of each form of presentation, the Oceanic Developpement survey proposes an average CF of 1,68",1.68
1832/2002,2003,0307 41 91,unchanged,"Squid ""Loligo spp., Ommastrephes sagittatus"", live, fresh or chilled, with or without shell","Same assumption as for the previous item, with CF 1,03 for gutted loligo squid and CF 1,69 for cleaned tubes of squid. The proposed average Cf is 1,36 (source: Oceanic Developpement survey).",1.36
1832/2002,2003,0307 41 99,unchanged,"Other squid (Ommastrephes spp.,  Nototodarus spp., Sepioteuthis spp.) (excl. 0307 41 92), live, fresh or chilled",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 01,unchanged,"Frozen lesser cuttlefish ""Sepiola rondeleti"", with or without shell","This species is small in size and is usually only cleaned and cooked with tentickles. By analogy with  cuttlefishthe proposed CF is 1,38 (source: Oceanic Developpement survey).",1.38
1832/2002,2003,0307 49 11,unchanged,"Frozen cuttle fish ""Sepiola"", with or without shell (excl. ""Sepiola rondeleti"")",Same assumption as for 0307 49 01,1.38
1832/2002,2003,0307 49 18,unchanged,"Frozen cuttle fish ""Sepia officinalis"" and ""Rossia macrosoma"", with or without shell",The proposed CF is the same one as as for 0307 41 10 (source: Oceanic Developpement survey).,1.68
1832/2002,2003,0307 49 31,unchanged,"Frozen squid ""Loligo vulgaris"", with or without shell",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 33,unchanged,"Frozen squid ""Loligo pealei"", with or without shell",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 35,unchanged,"Squid ""loligo patagonica"", frozen",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 38,unchanged,"Squid ""loligo spp."", frozen (excl. loligo vulgaris, pealei and patagonica)",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 51,unchanged,"Frozen squid ""Ommastrephes sagittatus"", with or without shell",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 59,unchanged,"Other squid (Ommastrephes spp., Nototodarus spp., Sepioteuthis spp.),  (excl. 0307 49 31 to 0307 49 38), frozen",Same assumption as for 0307 41 91 ,1.36
1832/2002,2003,0307 49 71,unchanged,"Cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", dried, salted or in brine, with or without shell","This presentation form is marginal in trade. Withoutmore information on the nature of this product, it is proposed to use CF 1,33 making the assumption that this species is cleaned and in brine (source: Oceanic Developpement survey).",1.33
1832/2002,2003,0307 49 91,unchanged,"Squid ""Loligo spp., Ommastrephes sagittatus"", dried, salted or in brine, with or without shell","Same assumption as for CN 0307 49 71, but with smaller weight loss linked to cleaning of squid (source: Oceanic Developpement survey).",1.25
1832/2002,2003,0307 49 99,unchanged,"Squid ""Ommastrephes spp."", ""Nototodarus spp."", ""Sepioteuthis spp."", dried, salted or in brine, with or without shell (excl. ""Ommastrephes Sagittatus"")",Same as for 0307 49 71,1.25
1832/2002,2003,0307 51 00,unchanged,"Live, fresh or chilled octopus ""Octopus spp."", with or without shell",It is assumed in the Oceanic Developpement survey that fresh octopus is only cleaned with weight loss of 19% due to gutting and cleaning (source: industry in Mauritania),1.23
1832/2002,2003,0307 59 10,unchanged,"Frozen octopus ""Octopus spp."", with or without shell","It is assumed that frozen octopus is cleaned and beaten before freezing. The proposed CF 1,28 is used in Mauritania (source: Oceanic Developpement survey).",1.28
1832/2002,2003,0307 59 90,unchanged,"Octopus ""Octopus spp."" dried, salted or in brine, with or without shell",This is a very rare preparation form. Without further info it is proposed to use the same CF as for the previous item 0307 5910 (source: Oceanic Developpement survey).,1.28
1832/2002,2003,0307 91 00,unchanged,"Live, fresh or chilled molluscs, fit for human consumption, whether in shell or not, incl. sea urchins, sea cucumbers and other aquatic invertebrates (other than crustaceans); fresh or chilled flours, meals and pellets of aquatic invertebrates (other than crustaceans), fit for human consumption (excl. oysters, queen scallops, queen scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", octopus ""Octopus spp."" and snails other than sea snails)","It is assumed that these species are traded predominantly whole, thus CF 1,00 (source: Oceanic Developpement survey).",1.00
1832/2002,2003,0307 99 11,unchanged,"""Illex spp."", with or without shell, frozen",Illex squid is very similar to Loligo. Thus the proposed CF is the same as for 0307 49 38  (source: Oceanic Developpement survey).,1.36
1832/2002,2003,0307 99 13,unchanged,"Striped venus or other ""Veneridae"", even in shell, frozen (excl. smoked)","It is assumed that frozen veneridae are traded mainly without shells. Tory research of 1989 proposes yield of 18% wich gives CF of 5,56  (source: Oceanic Developpement survey).",5.56
1832/2002,2003,0307 99 15,unchanged,"Frozen jellyfish ""Rhopilema spp.""","It is assumed that  jellyfish is frozen wholewhole, thus CF 1,00 (source: Oceanic Developpement survey).",1.00
1832/2002,2003,0307 99 18,unchanged,"Frozen molluscs, fit for human consumption, whether in shell or not, incl. sea urchins, sea cucumbers and other aquatic invertebrates (other than crustaceans); frozen flours, meals and pellets of aquatic invertebrates (other than crustaceans), fit for human consumption (excl. oysters, queen scallops, queen scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", octopus ""Octopus spp."" and snails other than sea snails, Illex spp., clams and other molluscs of the family Veneridae and jellyfish ""Rhopilema spp."")","It is assumed that  these species are  traded mostly whole. Thus CF 1,00 (source: Oceanic Developpement survey).",1.00
1832/2002,2003,0307 99 90,unchanged,"Molluscs, fit for human consumption, whether in shell or not, dried, salted or in brine, incl. sea urchins, sea cucumbers and other aquatic invertebrates (other than crustaceans); flours, meals and pellets of aquatic invertebrates (other than crustaceans), fit for human consumption (excl. fresh, chilled or frozen, oysters, queen scallops, queen scallops of the genera Pecten, Chlamys or Placopecten, mussels ""Mytilus spp., Perna spp."", cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola spp."", squid ""Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp."", octopus ""Octopus spp."" and snails other than sea snails)","This iem includes dried Holothuries for which the Southerne Pacific Commission proposes yield of 10% from live weight to dry cleaned weight. We assume that other species in this item are traded whole, cleaned in brine. the proposed CF is 5,00 (source: Oceanic Developpement survey).",5.00
1832/2002,2003,0511 91 10,unchanged,"Fish waste, not for human consumption","Fish waste - not for human consumption, thus CF 0,00",0.00
1832/2002,2003,0511 91 90,unchanged,"Crustaceans, molluscs or other aquatic invertebrates, not for human consumption","By categorisation defined  as not for human consumption, thus CF 0,00",0.00
1832/2002,2003,1212 20 00,unchanged,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground","By categorisation defined  as not for human consumption, thus CF 0,00",0.00
1832/2002,2003,1504 10 10,unchanged, Fish-liver oils and their fractions:– – Of a vitamin A content not exceeding 2 500 International Units per gram ,"Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
1832/2002,2003,1504 10 91,unchanged,Fish-liver oils and their fractions: – – other: – – – Of halibut ,"Fish-oil products are considered as by-products. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
