System,State,Headline,Sentiment_1,Sentiment_2,Metadata
Aquaculture,Western Australia,Minister gives recreational fishers a hand releasing future catches,,,Media Statements13 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Project Sea Dragon reports significant progress,,,The Fish Site23 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Western Australia needs to diversify to overcome effects of mining bust: Report,,,Down To Earth Magazine28 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,DPIRD maps out its R&D in WAFarm Weekly23 Augbookmark_bordersharemore_vert,,,NADPIRD maps out its R&D in WAFarm Weekly23 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Oyster Harbour seasonal closure set to continue after wastewater leak,,,ABC News24 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Andrew Forrest says concerns over 'pillaging' of oceans prompted aquaculture push,,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Port Hedland mayor ‘kept mum on his Indigenous links’The Australian14 Decbookmark_bordersharemore_vert,,,NAPort Hedland mayor ‘kept mum on his Indigenous links’The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Margaret River wineries celebrate their stunning surrounds,,,Gourmet Traveller30 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,The world is our Akoya,,,The West Australianbookmark_bordersharemore_vert
Aquaculture,Western Australia,Researchers scale up new blood test for stressed fish,,,Phys.org10 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Wave energy prototype to be deployed in Albany, Western Australia",,,Renewables Now24 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Australians team up for 600-tonne abalone venture,,,The Fish Site29 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Vegetables courtesy of the Indian Ocean,,,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Western Australia,Barramundi farm offers new hope for Indigenous community in WA's remote Kimberley,,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Western Australia,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Fishing changes needed with low stocks of dhufish, pink snapper report finds",,,ABC News18 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Major defence for WA biosecurity,,,Farm Weekly2 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA jobs in the pipeline as kingfish farm tipped for Abrolhos waters,,,WAtodaybookmark_bordersharemore_vert
Aquaculture,Western Australia,"Golden harvest as value of farms, crops rise",,,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Western Australia,How much do marine heatwaves cost? The economic losses amount to billions and billions of dollars,,,The Conversation AU26 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - Community support to stop new exotic pest,,,Media Statements22 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - Agrifood and beverage vouchers backing regional businesses,,,Media Statements1 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,Training sector's brightest stars announced,,,Media Statements10 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,RASHA AL JUNDI - Diani's Changing Waters,,,The Elephant3 days agobookmark_bordersharemore_vert
Aquaculture,Western Australia,Collaborating with Traditional Owners on future marine conservation reserves,,,Government of Western Australia23 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,Carnegie to power moored and aquaculture vessels with wave energy,,,RenewEconomy20 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,Billionaire Forrest Urges Australia Panel to Hold JBS to Account,,,Bloomberg20 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Vertical thinking when it comes to growing,,,Farm Weekly9 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Cherabin commercial farming by traditional owners in WA's far north to be an Australian first,,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert,,,NAWA tropical rock oyster project gives Pilbara Indigenous community 'a sense of achievement'ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Yellowtail kingfish producer Indian Ocean Fresh Australia 'pushes pause' for at least 12 months,,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Tributes paid to ""foster father"" of Washington's aquaculture industry",,,The Fish Site16 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA Police execute search warrant for an invasive red swamp crayfish,,,Bunbury Mail15 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,Peeling back the layers of food and beverage producers in the region,,,Government of Western Australia1 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,New DPIRD challenge for frost researcher,,,Farm Weekly2 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,"5,000 kingfish released in Fremantle, WAFishing Worldbookmark_bordersharemore_vert",,,"NA5,000 kingfish released in Fremantle, WAFishing Worldbookmark_bordersharemore_vert"
Aquaculture,Western Australia,New leaders at Harvest Road,,,Farm Weekly20 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,$4.5m tropical rock lobster project launched,,,Business News25 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Mandurah fine issued over illegal shellfish,,,Mandurah Mailbookmark_bordersharemore_vert
Aquaculture,Western Australia,Hatch hires shellfish expert to support Irish aquaculture,,,The Fish Site19 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Coral trout hatchery in Cairns brings fish bred in captivity to the menu,,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Seafood and buy it: Twiggy's company set to swallow Albany oyster farm,,,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Australia first for Andrew Forrest's Leeuwin Coast aquaculture, with carbon neutral certification",,,The West Australian11 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,"‘Are we progressive? My oath we are!’ A local’s guide to Albany, Western Australia",,,The Guardian10 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Big plans for marron industry,,,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Western Australia,WA election: Your handy guide to Mark Mc,,,Gowan and Zak Kirkup's election promisesABC News13 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Plan for deep-water fish pens off Tasmania7,,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Stocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert",,,"NAStocking event will see one million barra released into Lake Kununurra, WAFishing World15 Julybookmark_bordersharemore_vert"
Aquaculture,Western Australia,Food guide connecting Great Southern businesses and consumers,,,Media Statements28 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,"Government grants to support Australian ingenuity and create jobs | Ministers for the Department of Industry, Science, Energy and Resources",,,"Minister for Industry, Science25 Augbookmark_bordersharemore_vert"
Aquaculture,Western Australia,Stop at Settler's for more than a pie: $15m Indigenous tourism destination planned for Perth's holiday highway,,,WAtoday22 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Senior management appointments strengthen WA's Harvest Road beef supply chain,,,Beef Central6 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,New research suggests that human food waste could be a sustainable source of aquafeed,,,The Fish Site2 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Why eating shellfish isn’t selfish,,,PerthNow19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Swinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert,,,NASwinomish Tribe objects as state allows Cooke Aquaculture to stock net pen at Hope Islandknkx.org9 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Fish poo project going swimmingly on this Tasmanian farm as soil reaps benefits,,,ABC News25 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Andrew Forrest takes $20m stake in Tasmania’s controversial salmon industry,,,The Guardian22 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Here's four major northern ag developments that have gained momentum recently,,,Beef Central23 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,New study reveals history of Aboriginal trade with foreign visitors before British settlement,,,ABC News18 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,Power’s new passion project with an old mate,,,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Salmon Wars: The path to a peace plan,,,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Western Australia,Slaughter joins Harvest Road team,,,Farm Weeklybookmark_bordersharemore_vert
Aquaculture,Western Australia,Japan targets yellowtail exports boost as competition increases abroad,,,SeafoodSource24 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,WA marine park draft plan to protect traditional methods and cultural practices,,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Extinction threat as China crisis deepens,,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Buccaneer Archipelago, Dampier Peninsula marine park plan sparks debate over who has the right to fish",,,ABC News8 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Yumbah has big plans for historic Moonta Park property,,,The Islander10 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Keeping males in fridge – future of Aquaculture,,,Mirage News8 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,"Australia's marine industries deliver $80b a year. But without more scientists, the 'blue economy' is at risk",,,The Conversation AU22 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,"True to the Land: a new history of food in Australia begins 65,000 years ago",,,The Conversation AU6 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,West Australian pearl farmer James Brown named 2021 Australian Farmer of the Year,,,ABC News17 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,New Huon chief reveals future of business,,,The Mercury12 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,JBS counters Twiggy's animal welfare attack,,,Beef Central26 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Five face charges for alleged stealing of $4 m worth of salmon at Sydney processing plant,,,ABC News18 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,"Aquaculture propels First Nations, tribal communities towards ‘self-reliance’Sea",,,WestNews14 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Bill Reboot: The AQUAA Act is back,,,National Fisherman16 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture benefits Florida and our oceans | Column,,,Tampa Bay Times14 DecOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,An exotic opportunity for a seaweed aquaculture intern,,,The Fish Site17 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Global seafood supply could shrink if we don’t act now, study says. Here’s why",,,Miami Herald14 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,ICES publishes first aquaculture report,,,The Fish Site24 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Washington shellfish aquaculture permitting challenged again,,,SeafoodSource23 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Can Bangladesh's pangasius sector comply with sustainability certification?,,,The Fish Site24 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aqua,,,Bounty Technologies to Present at the H.C. Wainwright BioConnect ConferenceYahoo Finance4 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture researchers raise concerns over probiotic safety,,,The Fish Site6 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Why Recirculation Aquaculture System (RAS) Is Being Adopted Quickly Across The Globe,,,PRNewswire14 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Bangladesh desperately needs a comprehensive maritime law,,,Hellenic Shipping News Worldwide7 hours agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Statement from the Hon. Joyce Murray on a research-based transfer request from Yellow Island Aquaculture Ltd.,,,Canada NewsWire22 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Marine Aquaculture Research Bill out for public comment,,,Premier of Tasmania20 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Sustainability and secure access to guide WA's aquatic resources,,,Media Statements19 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Farmed salmon health claims ‘a big fat lie’ as lab tests prompt investigation call,,,The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Offshore marine aquaculture research a step closer,,,Premier of Tasmania24 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Supply Chain Bottlenecks and Aquaculture - World Aquaculture Societywas.org15 Decbookmark_bordersharemore_vert,,,NASupply Chain Bottlenecks and Aquaculture - World Aquaculture Societywas.org15 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture boom at our fingertips: study,,,The Canberra Times7 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Social media influencers deemed 'a threat' to Australia's budding aquaculture industry,,,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,BFAR sees completion of 32 hatcheries in 2022pna.gov.ph13 Decbookmark_bordersharemore_vert,,,NABFAR sees completion of 32 hatcheries in 2022pna.gov.ph13 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,State government to amend fisheries bill to access to Commonwealth waters,,,The Examiner23 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture inquiry to hear about NT biosecurity concerns,,,The Mandarin25 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Offshore aquaculture legislation reaches US Senate,,,The Fish Site29 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Tasmania pledges salmon industry 'reset'The Canberra Times16 Septbookmark_bordersharemore_vert,,,NATasmania pledges salmon industry 'reset'The Canberra Times16 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture Act proposed for Canada,,,Anishinabek News17 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Kelly: Aquaculture safe, sustainable way to boost U.",,,S. seafood productionBoston Herald26 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Opinion: Aquaculture is a safe, sustainable complement to the U.",,,S. fishing industryAgri-Pulse11 NovOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Congress urged to back aquacultural expansion,,,The Fish Site6 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Liberia: Africa Rice Ends First-Ever Integrated Rice-Fish Farming Training in South-East Liberia,,,AllAfrica.com24 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,The real reason to worry about sharks in Australian waters this summer: 1 in 8 are endangered,,,The Conversation AU21 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,RE program for agri-fishery sector requires ₧8,,,B–BAFE | Jasper Y. ArcalasBusiness Mirror19 hours agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Environmentalists call on treasurer to reject Brazilian meat giant’s bid for Tasmanian salmon farmer,,,The Guardian Australia19 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Charting a Course Toward Offshore Aquaculture,,,The Regulatory Review23 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Australians bid to boost banana prawn farming,,,The Fish Site30 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,NQ freshwater aquaculture opportunity,,,Queensland Country Life12 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Companies want to grow seaweed in California to fight climate change. They're held back by environmental regulations,,,San Francisco Chronicle8 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Opinion : America has an opportunity in aquaculture. Congress needs to act.,,,The Virginian-Pilot7 June 2021Opinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Contrasting fortunes for aquaculture on Canada's east and west coasts,,,The Fish Site17 June 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Amendments to Fisheries and Coastal Resources Act,,,Government of Nova Scotia19 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"How FG spent about N56.9bn on women, youths in 2021 fiscal year",,,NIGERIAN TRIBUNE19 hours agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Andrew Forrest's Harvest Road quits WA Aquaculture Council, reportedly poaches executive officer",,,ABC News27 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Japan aims to boost aquaculture exports amid lagging production, declining domestic consumption",,,SeafoodSource30 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Ottawa making waves with plans for an aquaculture act,,,National Observer24 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Forrest, Flanagan Back Land-Based Aquaculture",,,Tasmanian Times28 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Senate Re-Introduction of AQUAA Act Could Be a Cause for Concern – Food Tank,,,Food Tankbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"As the tide rises, Indonesia struggles to save the living—and the dead",,,National Geographic2 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Katters propose Qld seafood label laws,,,The Canberra Times27 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,The oceans need our help — now | Opinion - South Florida Sun Sentinel,,,South Florida Sun Sentinel4 days agoOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"US Fisheries, Aquaculture Affected By Focus on Climate Change",,,The National Law Review20 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"'Agrifood' hub aims to provide jobs, boost economy",,,The Canberra Times28 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Tasmania's salmon industry detonates underwater bombs to scare away seals – but at what cost?,,,The Conversation AU16 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,NOAA identifies prime places for aquaculture,,,The Fish Site17 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,122 Organizations Transforming Food Systems in 2022 – Food Tank,,,Food Tank29 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture pioneer honoured by Atlantic Canada salmon farmers,,,SeaWestNews4 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Minister of Fisheries, Oceans and the Canadian Coast Guard Mandate Letter",,,Prime Minister of Canada16 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,The Environmentalist Case for Fish Farming,,,Bloomberg29 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"US offshore aquaculture bill supported by Cargill, others reintroduced in Congress",,,IntraFish28 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,gov.ie - Aquaculture & Foreshore Management,,,Gov.iebookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Australia's emerging seaweed startups,,,The Fish Site5 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Most Canadian aquaculture fisheries meet new U.,,,S. standard for wildlife protectionCBC.ca1 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Extinction threat as China crisis deepens,,,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,A greener blue revolution,,,The Fish Site17 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Fisheries and Aquaculture Legislation - Fisheries, Forestry and Agriculture",,,Government of Newfoundland and Labradorbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Opinion: Aquaculture still in its infant stages 18 years later,,,New Era9 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Nine contenders in the running for $100000 F3 Challenge prize,,,The Fish Site10 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Report from the future: Aotearoa New Zealand is looking good in 2040 – here's how we did it,,,The Conversation AU7 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Canada sees net gains from proposed Aquaculture Act,,,SeaWestNewsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Governor Lamont Signs Legislation Supporting Continued Growth of Connecticut's Shellfish Industry,,,CT.gov23 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,America is hooked on seafood imports. We need to expand aquaculture in federal waters,,,Fortune17 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Ngāi Tahu now has scope for aquaculture farming in Murihiku,,,Stuff.co.nz5 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Linking agriculture with fish farming can help feed the world. Here’s how,,,ThePrint23 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Zambian president pushes for fast-tracking of fisheries fund,,,SeafoodSource28 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Canada contemplating new Aquaculture Act; DFO leading public consultations,,,SaltWire Networkbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Griggs lands aqua reform gig,,,The Fish Site6 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,There aren't plenty more fish in the sea,,,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,DEP finds no permit violations associated with recent 'die-off' incident at salmon farm off MDINews,,,CenterMaine.com WCSH-WLBZ27 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Most Canadians support ocean-based salmon farming, aquaculture",,,SeaWestNews18 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Mowi fined NOK 800000 over breach of ISA rules – Fish Farmer Magazine,,,Fish Farmer Magazine6 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Too harmful: The march of salt and plastics on world soils,,,NationofChange2 days agobookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Canadian fish farmers get a code of practice,,,SeaWestNews9 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,In photos: Land-based aquaculture promises more sustainable seafood,,,Financial Times30 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Mowi praised, Cooke lambasted in seafood sustainability rankings",,,The Fish Site13 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Initiative launched to develop Lake Victoria's aquaculture sector,,,The Fish Site19 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Australia's marine industries deliver $80b a year. But without more scientists, the 'blue economy' is at risk",,,The Conversation AU22 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Southland Aquaculture Group welcomes call for seaweed body,,,Stuff.co.nz20 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Division of Marine Fisheries accepting applications for CARES Act II Fisheries Relief Program | NC DEQGovernor Roy Cooper13 Augbookmark_bordersharemore_vert,,,NADivision of Marine Fisheries accepting applications for CARES Act II Fisheries Relief Program | NC DEQGovernor Roy Cooper13 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Two salmon farming chiefs step down in two days,,,The Fish Site3 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Ghana updating its laws, adding patrol boats to fight IUU fishing",,,SeafoodSource22 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Mowi Ireland gets go-ahead for Irish farming license, over NGO objections",,,SeafoodSource5 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Fish farmers grapple with sustainability challenge,,,Financial Times1 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,SATS pens letter to Biden urging support for aquaculture prioritization,,,SeafoodSource25 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,New prawn feed trial offers sustainable alternative,,,North Queensland Register11 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,What is aquaculture and can it prevent overfishing?,,,Euronews28 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Aquaculture and Social License to Operate - World Aquaculture Societywas.org21 June 2021bookmark_bordersharemore_vert,,,NAAquaculture and Social License to Operate - World Aquaculture Societywas.org21 June 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Bill Text - AB-303 Aquaculture: mariculture production and restoration: pilot program.,,,California Legislative Information15 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,A breath of fresh air: how nanobubbles can make aquaculture more sustainable,,,The Fish Site13 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Ensuring the sustainable growth of the US offshore aquaculture sector,,,The Fish Site25 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Atlantic salmon: Open-net feedlots must not be used in Tasmania,,,Tasmania Examiner15 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,New Fisheries Act is being drafted to regulate sector - Hawa Koomson,,,Myjoyonline13 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Can aquaculture really take the pressure off capture fisheries?,,,The Fish Site14 June 2021bookmark_bordersharemore_vert
